,igdb_game_string,igdb_series
17670,pro-yakyuu-famista-ds,no
17671,jikkyou-powerful-pro-yakyuu-11,no
17672,tennis-no-oji-sama-motto-gakuensai-no-ouji-sama-more-sweet-edition,no
17673,winning-post-6,no
17674,field-amp-stream-total-outdoorsman-challenge,no
17675,nfl-blitz-20-02,yes
17676,little-league-world-series-baseball-2008,yes
17677,winter-stars,no
17678,blitz-overtime,yes
17679,big-league-sports-summer,yes
17680,championship-foosball,no
17681,world-cup-98-france-road-to-win,no
17682,mlb-slugfest-20-04,no
17683,backyard-sports-sandlot-sluggers,yes
17684,world-stadium-5,no
17685,espn-nba-2night,yes
17686,ribbit-king,no
17687,rapala-pro-bass-fishing-2010,no
17688,pro-yakyuu-greatest-nine-98,no
17689,ncaa-march-madness-08,yes
17690,lets-ride-silver-buckle-stables,no
17691,cabelas-big-game-hunter,no
17692,world-soccer-winning-eleven-2010-aoki-samurai-no-chousen,no
17693,yourself-fitness,yes
17694,nhl-2k8,yes
17695,alien-monster-bowling-league,no
17696,rugby-league-live-4,no
17697,agassi-tennis-generation,no
17698,bass-pro-shops-the-hunt,yes
17699,go-play-city-sports,yes
17700,fifa-2001-major-league-soccer,no
17701,jikkyou-powerful-pro-yakyuu-14-ketteiban,no
17702,major-league-baseball-2k11,yes
17703,pro-yakyuu-spirits-2014,no
17704,jikkyou-powerful-pro-yakyuu-9-ketteiban,no
17705,jikkyou-powerful-pro-yakyuu-portable-2,no
17706,rugby-2005,yes
17707,pro-evolution-soccer-2012,yes
17708,world-championship-games-a-track-amp-field-event,no
17709,fishing-master-world-tour,no
17710,deadliest-catch-sea-of-chaos,yes
17711,fifa-street-3,yes
17712,captain-tsubasa-aratanaru-densetsu-joshou,yes
17713,pro-evolution-soccer-2018,yes
17714,remington-super-slam-hunting-alaska,yes
17715,transworld-snowboarding,no
17716,nfl-blitz-20-02,yes
17717,world-soccer-winning-eleven-8-international,no
17718,ski-and-shoot,no
17719,mlb-superstars,no
17720,jikkyou-powerful-pro-yakyuu-2012,no
17721,mlb-2k9-fantasy-all-stars,no
17722,mlb-slugfest-loaded,yes
17723,rugby-15,no
17724,jikkyou-powerful-pro-yakyuu-2000-ketteiban,no
17725,derby-stallion,no
17726,nba-2k18,yes
17727,mutant-football-league-dynasty-edition,no
17728,major-league-baseball-2k7,yes
17729,wacky-world-of-sports,no
17730,fifa-soccer-12,no
17731,sega-bass-fishing,yes
17732,major-league-baseball-2k9,yes
17733,ncaa-football-08,yes
17734,winter-sports-2-the-next-challenge,yes
17735,fifa-18,yes
17736,don-king-boxing,no
17737,derby-tsuku-derby-uma-o-tsukurou,no
17738,deadliest-catch-sea-of-chaos,yes
17739,espn-nfl-primetime-2002,no
17740,get-fit-with-mel-b,no
17741,wsc-real-11-world-snooker-championship,no
17742,101-in-1-sports-megamix,no
17743,fifa-street-2,yes
17744,orega-kantoku-da-gekitou-pennant-race,no
17745,jikkyou-powerful-pro-yakyuu-12,no
17746,lego-soccer-mania,yes
17747,nhl-2k7,yes
17748,derby-stallion-98,yes
17749,j-league-winning-eleven-2009-club-championship,no
17750,fifa-soccer-2005,yes
17751,nhl-06,yes
17752,sports-collection,no
17753,little-league-world-series-baseball-2010,yes
17754,nba-10-the-inside,yes
17755,jikkyou-powerful-pro-yakyuu-15,no
17756,swingerz-golf,no
17757,pro-evolution-soccer-2008-jp-sales,no
17758,diva-girls-divas-on-ice,no
17759,fifa-soccer-2003,yes
17760,backyard-nba-basketball,no
17761,outlaw-golf,yes
17762,major-league-baseball-2k11,yes
17763,slam-n-jam-96-featuring-magic-amp-kareem,no
17764,jikkyou-powerful-major-league-2009,no
17765,rbi-baseball-2017,no
17766,captain-tsubasa-new-kick-off,yes
17767,nhl-breakaway-99,yes
17768,tony-hawks-pro-skater-3,no
17769,little-league-world-series-baseball-double-play,no
17770,high-heat-major-league-baseball-2004,yes
17771,jillian-michaels-fitness-ultimatum-2010,yes
17772,cabelas-north-american-adventures,yes
17773,get-fit-with-mel-b,no
17774,winter-stars,no
17775,boxing-fever,no
17776,major-league-baseball-2k12,yes
17777,mlb-front-office-manager,yes
17778,skydiving-extreme,no
17779,new-international-track-amp-field,no
17780,pro-evolution-soccer-2013,yes
17781,rapala-pro-bass-fishing-2010,no
17782,striker-96,yes
17783,10-minute-solution,no
17784,outlaw-tennis,yes
17785,tony-hawks-pro-skater-5,yes
17786,lego-soccer-mania,yes
17787,ultimate-duck-hunting,no
17788,jikkyou-powerful-pro-yakyuu-next,no
17789,nhl-hitz-20-03,no
17790,all-star-baseball-2004,yes
17791,madden-nfl-08,yes
17792,pro-yakyuu-famista-ds-2010,no
17793,captain-tsubasa,yes
17794,nba-2k-playgrounds-2,yes
17795,super-football,no
17796,tennis-no-oji-sama-gyutto-dokidoki-survival-umi-to-yama-no-love-passion,no
17797,little-league-world-series-baseball-double-play,no
17798,world-tour-soccer-06,no
17799,nhl-legacy-edition,yes
17800,super-baseball,yes
17801,the-golf-club,yes
17802,nhl-open-ice,no
17803,the-hustle-detroit-streets,no
17804,soccer-tsuku-pro-soccer-club-o-tsukurou,no
17805,classic-road,no
17806,winter-sports-2-the-next-challenge,yes
17807,harlem-globetrotters-world-tour,no
17808,derby-jockey-kishou-e-no-michi,no
17809,winning-post-7-2012,no
17810,river-king-mystic-valley-us-sales,no
17811,winning-eleven-playmaker-2010-aoki-samurai-no-chousen,no
17812,all-star-baseball-2004,yes
17813,alexi-lalas-international-soccer,no
17814,ncaa-college-football-2k3,yes
17815,itoi-shigesato-no-bass-tsuri-no-1-ketteihan,no
17816,itoi-shigesato-no-bass-tsuri-no-1-ketteihan,no
17817,rugby-league-3,no
17818,disney-sports-skateboarding,yes
17819,mlb-front-office-manager,yes
17820,espn-national-hockey-night,yes
17821,pro-yakyuu-spirits-2011,no
17822,shounen-sunday-x-shounen-magazine-nettou-dream-nine,no
17823,john-madden-football,yes
17824,mia-hamm-soccer-64,no
17825,winter-sports-2011,no
17826,fifa-soccer-2004,no
17827,dave-mirra-bmx-challenge,yes
17828,dave-mirra-bmx-challenge,yes
17829,pro-yakyuu-spirits-2014,no
17830,amf-bowling-pinbusters,yes
17831,billys-boot-camp-wii-de-enjoy-diet,no
17832,rbi-baseball-18,no
17833,football-manager-2010,yes
17834,major-league-baseball-2k10,yes
17835,nhl-2005,yes
17836,power-pro-gb,no
17837,the-putter-golf,no
17838,backyard-nfl-football-09,no
17839,sega-soccer-slam,no
17840,mario-tennis,yes
17841,nichibeikan-pro-yakyuu-final-league,no
17842,fifa-soccer-06,no
17843,redcard-20-03,no
17844,basketball-hall-of-fame-ultimate-hoops-challenge,no
17845,tony-hawks-pro-skater-5,yes
17846,winning-post-7-2010,no
17847,the-final-round,no
17848,cabelas-big-game-hunter-2005-adventures,no
17849,my-horse-amp-me-riding-for-gold,no
17850,mutant-football-league-dynasty-edition,no
17851,family-trainer-treasure-adventure,no
17852,rbi-baseball-2017,no
17853,pro-yakyuu-spirits-4,no
17854,nhl-hitz-pro,yes
17855,mlb-power-pros-2008,yes
17856,cabelas-trophy-bucks,no
17857,espn-winter-x-games-snowboarding-2002,no
17858,mark-mcmorris-infinite-air,no
17859,bmx-xxx,no
17860,aggressive-inline,no
17861,dead-or-alive-xtreme-3-fortune,yes
17862,pro-evolution-soccer-2015,yes
17863,blood-bowl,yes
17864,fifa-19,yes
17865,gallop-racer-2004,yes
17866,backyard-hockey,yes
17867,fishing-master-jp-sales,no
17868,rugby-18,yes
17869,pro-yakyuu-spirits-2013,no
17870,deathrow-underground-team-combat,no
17871,golf-club-2019,no
17872,nhl-2k9,yes
17873,strike-force-bowling,no
17874,championship-surfer,no
17875,barbie-horse-adventures-wild-horse-rescue,yes
17876,blast-lacrosse,no
17877,backyard-nfl-football-10,no
17878,nicktoons-mlb-3d,no
17879,nba-2k-playgrounds-2,yes
17880,salt-lake-2002,yes
17881,mx-vs-atv-supercross-encore,yes
17882,disney-sports-skateboarding,yes
17883,pro-evolution-soccer-2012,yes
17884,cabelas-big-game-hunter-2008,no
17885,nba-hangtime,no
17886,mx-vs-atv-supercross-encore,yes
17887,world-cup-of-pool,no
17888,brunswick-circuit-pro-bowling,no
17889,cybertiger,no
17890,mike-piazzas-strike-zone,no
17891,olympic-hockey-98,no
17892,little-league-world-series-baseball-2008,yes
17893,power-pro-success-legends,yes
17894,cabelas-dangerous-hunts-ultimate-challenge,yes
17895,worldwide-soccer,no
17896,rapala-pro-fishing,no
17897,rbi-baseball-2016,no
17898,world-soccer-winning-eleven-9-us-sales,no
17899,winning-post-4-maximum,yes
17900,pro-yakyuu-netsu-star-2007,no
17901,klonoa-beach-volleyball,yes
17902,kelly-slaters-pro-surfer,no
17903,splat-renegade-paintball,no
17904,winter-sports-2-the-next-challenge,yes
17905,fifa-07-soccer,no
17906,archer-maclean-presents-pool-paradise,no
17907,pro-evolution-soccer-2011,yes
17908,backyard-skateboarding-2006,yes
17909,minna-no-sukkiri,no
17910,interplay-sports-baseball-2000,no
17911,golf-club-2,no
17912,eikan-wa-kimini-2002-koshien-no-kodou,no
17913,mark-mcmorris-infinite-air,no
17914,g1-jockey-2,yes
17915,tiger-woods-pga-tour-08,yes
17916,world-championship-athletics,no
17917,handball-16,no
17918,real-soccer-2009,yes
17919,fifa-street,yes
17920,rugby-world-cup-2015,no
17921,aggressive-inline,no
17922,rugby-world-cup-2015,no
17923,fifa-soccer-06,no
17924,espn-international-winter-sports-2002,yes
17925,tennis-no-oji-sama-doubles-no-oji-sama-girls-be-gracious,no
17926,nba-live-07,yes
17927,diva-girls-divas-on-ice,no
17928,champion-jockey-g1-jockey-amp-gallop-racer,no
17929,backyard-nfl-football-08,no
17930,cabelas-big-game-hunter-2005-adventures,no
17931,pro-yakyuu-famista-2011,no
17932,major-league-baseball-2k11,yes
17933,jikkyou-powerful-pro-yakyuu-dreamcast-edition,no
17934,kid-fit-island-resort,no
17935,my-fitness-coach-club,no
17936,winning-post-world-8,no
17937,nhl-powerplay-98,yes
17938,olympic-soccer-atlanta-1996,no
17939,nfl-quarterback-club-2002,no
17940,sega-soccer-slam,no
17941,bottom-of-the-9th-99,yes
17942,wta-tour-tennis,yes
17943,fifa-soccer-2003,yes
17944,mlb-slugfest-2006,yes
17945,uefa-euro-2004-portugal,yes
17946,nfl-blitz-pro,yes
17947,mountain-bike-adrenaline,no
17948,wakeboarding-unleashed-featuring-shaun-murray,no
17949,sled-shred-featuring-the-jamaican-bobsled-team,no
17950,bass-rise,no
17951,uefa-champions-league-2006-2007,yes
17952,virtua-striker-2002,yes
17953,princess-on-ice,no
17954,my-horse-amp-me-riding-for-gold,no
17955,pro-evolution-soccer-2019,yes
17956,pro-yakyuu-spirits-5-kanzenban,no
17957,the-bigs-2,yes
17958,monster-bass-fishing,no
17959,winning-post-7-2010,no
17960,fifa-soccer-2004,no
17961,tennis-no-oji-sama-2005-crystal-drive,no
17962,yanya-caballista-city-skater,no
17963,golf-club-2019,no
17964,top-spin-2,yes
17965,nhl-blades-of-steel-99,yes
17966,espn-international-winter-sports-2002,yes
17967,all-star-tennis-99,yes
17968,winning-post-world,no
17969,slam-dunk-sd-heat-up,no
17970,virtua-tennis-3,yes
17971,winning-post-7-2013,no
17972,rugby-18,yes
17973,dark-summit,no
17974,keiba-eight-special,no
17975,reel-fishing-the-great-outdoors,no
17976,tour-de-france-2011,no
17977,whirl-tour,no
17978,major-league-baseball-2k11,yes
17979,power-spike-pro-beach-volleyball,no
17980,nba-2k,yes
17981,j-league-winning-eleven-2010-club-championship,no
17982,deadliest-catch-alaskan-storm,yes
17983,finny-the-fish-amp-the-seven-waters,no
17984,j-league-96-dream-stadium,no
17985,rugby-2005,yes
17986,american-bass-challenge,yes
17987,rugby-06,yes
17988,2002-fifa-world-cup,yes
17989,powerful-golf,no
17990,pirates-vs-ninja-dodgeball,no
17991,winter-sports-3-the-great-tournament,no
17992,ribbit-king,no
17993,vr-soccer-96,no
17994,espn-great-outdoor-games-bass-2002,yes
17995,rugby-challenge-3,yes
17996,world-championship-pool-2004,no
17997,cabelas-african-safari,no
17998,ashes-cricket,no
17999,dead-or-alive-xtreme-3-venus,yes
18000,fifa-manager-12,yes
18001,cabelas-trophy-bucks,no
18002,pool-party,no
18003,mike-tyson-heavyweight-boxing,no
18004,fifa-soccer-10,no
18005,rapala-fishing-frenzy-2009,no
18006,gummy-bears-mini-golf,no
18007,smash-court-tennis-3,yes
18008,river-city-soccer-hooligans,no
18009,winter-sports-2011,no
18010,world-fantasista,no
18011,my-body-coach,yes
18012,pool-hall-pro,no
18013,wayne-gretzkys-3d-hockey-98,no
18014,pro-evolution-soccer-2016,yes
18015,jonah-lomu-rugby-challenge,no
18016,virtua-tennis-3,yes
18017,rapala-trophies,no
18018,the-hustle-detroit-streets,no
18019,crushed-baseball,no
18020,grand-slam,no
18021,rugby-challenge-3,yes
18022,backyard-baseball-09,no
18023,fifa-street-2,yes
18024,rbi-baseball-2016,no
18025,riding-stables-the-whitakers-present-milton-and-friends,no
18026,jerry-rice-and-nitus-dog-football,no
18027,strike-force-bowling,no
18028,outlaw-tennis,yes
18029,mlb-15-the-show,yes
18030,nike-kinect-training,no
18031,fifa-soccer-2003-weekly-jp-sales,no
18032,high-heat-baseball-2002,no
18033,major-league-baseball-2k12,yes
18034,tennis-masters-series-2003,no
18035,mlb-slugfest-20-04,no
18036,torino-2006,yes
18037,tennis-no-oji-sama-dokidoki-survival-umibe-no-secret,no
18038,yourself-fitness,yes
18039,breeding-stud-2,no
18040,banushi-life-game-winners-circle,no
18041,mlb-2k12-nba-2k12-combo-pack,no
18042,dead-ball-zone,no
18043,nba-in-the-zone-99,yes
18044,nba-in-the-zone-2000,yes
18045,winning-post-world-2010,no
18046,world-series-baseball,yes
18047,8-to-glory-the-official-game-of-the-pbr,no
18048,north-american-hunting-extravaganza-2,no
18049,mat-hoffmans-pro-bmx-2,no
18050,free-running,no
18051,nhl-hitz-pro,yes
18052,winning-post-7-2012,no
18053,gummy-bears-mini-golf,no
18054,mike-tyson-boxing,no
18055,fishermans-challenge,no
18056,super-black-bass-fishing,no
18057,virtua-tennis-4,yes
18058,mutant-football-league-dynasty-edition,no
18059,wsc-real-11-world-snooker-championship,no
18060,don-bradman-cricket-14,yes
18061,surfs-up,no
18062,winning-post-world-8,no
18063,tour-de-france-2014,no
18064,tennis-world-tour,no
18065,tiger-woods-pga-tour-golf,no
18066,nhl-blades-of-steel-2000,yes
18067,outlaw-volleyball-remixed,yes
18068,stoked-big-air-edition,no
18069,pro-cycling-manager-2016,no
18070,dramatic-soccer-game-nippon-daihyou-senshu-ninarou,no
18071,summer-challenge-athletics-tournament,no
18072,fifa-world-cup-germany-2006,yes
18073,adidas-power-soccer,yes
18074,jikkyou-powerful-major-league,yes
18075,hajime-no-ippo-the-fighting-2014,no
18076,evolution-skateboarding,no
18077,jikkyou-world-soccer-2002,no
18078,rugby-08,yes
18079,fifa-19,yes
18080,rbi-baseball-2017,no
18081,real-soccer-2008,no
18082,world-championship-pool-2004,no
18083,derby-tsuku-5-derby-uma-o-tsukurou,no
18084,jikkyou-powerful-major-league-2009,no
18085,stadium-games,no
18086,j-league-pro-striker-2,no
18087,power-play-pool,no
18088,tennis-world-tour,no
18089,major-league-baseball-2k8,yes
18090,redcard-20-03,no
18091,anglers-club-ultimate-bass-fishing-3d,no
18092,espn-nba-2night-2002,yes
18093,cabelas-dangerous-hunts-2,no
18094,rapala-tournament-fishing,no
18095,womens-volleyball-championship,no
18096,jikkyou-powerful-pro-yakyuu-wii-ketteiban,no
18097,rugby-15,no
18098,cabelas-outdoor-adventures,no
18099,backyard-nfl-football-2006,no
18100,super-dodgeball-brawlers-jp-sales,no
18101,3d-baseball,no
18102,kevin-van-dam-big-bass-challenge,no
18103,pro-evolution-soccer-2017,yes
18104,rugby-league-live-3,yes
18105,fifa-world-cup-germany-2006,yes
18106,river-king-mystic-valley-jp-sales,no
18107,winning-post-world,no
18108,championship-manager-season-0102,no
18109,disney-sports-soccer,yes
18110,elf-bowling-1-amp-2,no
18111,nba-2k17,yes
18112,river-city-super-sports-challenge,no
18113,summer-athletics-2009,yes
18114,underground-pool,no
18115,rugby-world-cup-2015,no
18116,pro-yakyuu-spirits-5-kanzenban,no
18117,rugby-challenge-3,yes
18118,summer-athletics-the-ultimate-challenge,no
18119,winning-post-7-2009,no
18120,sunny-garcia-surfing,no
18121,shaun-white-skateboarding,yes
18122,pro-evolution-soccer-2018,yes
18123,rugby-15,no
18124,go-go-hypergrind,no
18125,handball-16,no
18126,nettou-powerful-koushien,no
18127,minna-no-golf-jou-vol1,no
18128,big-mountain-2000,no
18129,winter-sports-3-the-great-tournament,no
18130,street-jam-basketball,no
18131,virtual-pool-tournament-edition,yes
18132,winning-post-8-2015,no
18133,real-world-golf,no
18134,nba-08,yes
18135,nba-2k13,yes
18136,power-poke-dash,no
18137,calcio-bit,no
18138,dino-dinis-kick-off-revival,yes
18139,winning-post-8-2015,no
18140,world-sports-competition,no
18141,espn-winter-x-games-snowboarding-2002,no
18142,101-in-1-sports-party-megamix,yes
18143,pro-evolution-soccer-2012,yes
18144,disney-sports-soccer,yes
18145,rugby-league-live,yes
18146,pro-cast-sports-fishing,no
18147,nba-2k7,yes
18148,dave-mirra-freestyle-bmx-3,yes
18149,lets-dance-with-mel-b,no
18150,rugby-league-live,yes
18151,the-perfect-golf,no
18152,nhl-07,yes
18153,lets-dance-with-mel-b,no
18154,archer-maclean-presents-pool-paradise,no
18155,ookiku-furikabutte-honto-no-ace-ni-nareru-kamo,no
18156,captain-tsubasa-j-the-way-to-world-youth,yes
18157,madden-nfl-07,yes
18158,backyard-nfl-football,no
18159,river-king-wonderful-journey,no
18160,lets-play-ballerina,yes
18161,legendary-fishing,no
18162,pro-yakyuu-family-stadium,no
18163,pitball,no
18164,bode-miller-alpine-skiing,no
18165,derby-time-2006,no
18166,rugby-league-live-3,yes
18167,bases-loaded-96-double-header,no
18168,jikkyou-powerful-pro-yakyuu-12-ketteiban,no
18169,virtua-tennis-world-tour-jp-sales,no
18170,nba-starting-five,no
18171,chuck-e-cheeses-sports-games,yes
18172,amf-xtreme-bowling,no
18173,mesaze-tsuri-master-sekai-ni-challenge-hen,no
18174,backyard-nfl-football,no
18175,major-dream-major-ds-dream-baseball,no
18176,bottom-of-the-9th-97,no
18177,g1-jockey-wii,no
18178,rapala-for-kinect,no
18179,toxic-grind,no
18180,rugby-league-live-4,no
18181,pro-fishing-challenge,no
18182,jitsumei-jikkyou-keiba-dream-classic-2002,no
18183,redcard-20-03,no
18184,rugby-league-team-manager-2015,no
18185,rugby-world-cup-2015,no
18186,nfl-blitz-pro,yes
18187,evolution-snowboarding,no
18188,triple-crown-championship-snowboarding,no
18189,ballblazer-champions,no
18190,tennis-no-oji-sama-driving-smash-side-king,no
18191,balls-of-fury,no
18192,pebble-beach-golf-links,no
18193,sbk-snowboard-kids,yes
18194,8-to-glory-the-official-game-of-the-pbr,no
18195,fifa-soccer-09,no
18196,wakeboarding-unleashed-featuring-shaun-murray,no
18197,disney-sports-football,yes
18198,polar-bowler,no
18199,caspers-scare-school-spooky-sports-day,no
18200,super-bowling,no
18201,winter-sports-2011,no
18202,pdc-world-championship-darts-pro-tour,no
18203,espn-mls-extratime-2002,no
18204,winning-post-7-maximum-2007,yes
18205,backyard-baseball-09,no
18206,ten-pin-alley-2,no
18207,virtua-pro-football,no
18208,adidas-power-soccer-98,yes
18209,espn-mls-extratime-2002,no
18210,winning-post-8-2018,no
18211,winter-blast-9-snow-amp-ice-games,no
18212,worldwide-soccer-manager-2007,no
18213,rugby-06,yes
18214,crayola-scoot,no
18215,super-dodge-ball,no
18216,caspers-scare-school-spooky-sports-day,no
18217,cabelas-alaskan-adventure,no
18218,elf-bowling-1-amp-2,no
18219,nhl-09,yes
18220,espn-nfl-primetime-2002,no
18221,gallop-racer-inbreed,no
18222,frisbee-disc-freestyle-frisbee-disc-golf,no
18223,nhl-2k3,yes
18224,the-hustle-detroit-streets,no
18225,blood-bowl-legendary-edition,yes
18226,disney-sports-basketball,yes
18227,balls-of-fury,no
18228,disney-sports-football,yes
18229,nba-07,yes
18230,canada-hunt,no
18231,world-class-rugby-2-kokunai-gekitou-hen-93,no
18232,tennis-world-tour,no
